source language,target language,translation engine is,preferred engine
ta,su,Google,false
ta,sv,Google,false
ta,sw,Google,false
ta,te,Google,false
ta,tg,Google,false
ta,th,Google,false
ta,ti,Google,false
ta,tk,Google,false
ta,tl,Google,false
ta,tr,Google,false
ta,ts,Google,false
ta,tt,Google,false
ta,tw,Google,false
ta,ug,Google,false
ta,uk,Google,false
ta,ur,Google,false
ta,uz,Google,false
ta,vi,Google,false
ta,wuu,Google,false
ta,xh,Google,false
ta,yi,Google,false
ta,yo,Google,false
ta,yue,Google,false
ta,zh,Google,true
ta,zu,Google,false
te,af,Google,false
te,am,Google,false
te,ar,Google,false
te,arz,Google,false
te,as,Google,false
te,ay,Google,false
te,az,Google,false
te,be,Google,false
te,be-tarask,Google,false
te,bg,Google,false
te,bho,Google,false
te,bm,Google,false
te,bn,Google,false
te,bs,Google,false
te,ca,Google,false
te,ceb,Google,false
te,ckb,Google,false
te,co,Google,false
te,cs,Google,false
te,cy,Google,false
te,da,Google,false
te,de,Google,false
te,dv,Google,false
te,ee,Google,false
te,el,Google,false
te,en,Google,false
te,eo,Google,false
te,es,Google,false
te,et,Google,false
te,eu,Google,false
te,fa,Google,false
te,fi,Google,false
te,fr,Google,false
te,fy,Google,false
te,ga,Google,false
te,gan,Google,false
te,gd,Google,false
te,gl,Google,false
te,gn,Google,false
te,gom,Google,false
te,gu,Google,false
te,ha,Google,false
te,haw,Google,false
te,he,Google,false
te,hi,Google,false
te,hr,Google,false
te,ht,Google,false
te,hu,Google,false
te,hy,Google,false
te,id,Google,false
te,ig,Google,false
te,ilo,Google,false
te,is,Google,false
te,it,Google,false
te,ja,Google,false
te,jv,Google,false
te,ka,Google,false
te,kk,Google,false
te,km,Google,false
te,kn,Google,false
te,ko,Google,false
te,ku,Google,false
te,ky,Google,false
te,la,Google,false
te,lb,Google,false
te,lg,Google,false
te,ln,Google,false
te,lo,Google,false
te,lt,Google,false
te,lv,Google,false
te,mai,Google,false
te,mg,Google,false
te,mi,Google,false
te,mk,Google,false
te,ml,Google,false
te,mn,Google,false
te,mni,Google,false
te,mr,Google,false
te,ms,Google,false
te,mt,Google,false
te,my,Google,false
te,ne,Google,false
te,nl,Google,false
te,no,Google,false
te,nso,Google,false
te,ny,Google,false
te,om,Google,false
te,or,Google,false
te,pa,Google,false
te,pl,Google,false
te,ps,Google,false
te,pt,Google,false
te,qu,Google,false
te,ro,Google,false
te,ru,Google,false
te,rw,Google,false
te,sa,Google,false
te,sd,Google,false
te,sh,Google,false
te,si,Google,false
te,simple,Google,false
te,sk,Google,false
te,sl,Google,false
te,sm,Google,false
te,sn,Google,false
te,so,Google,false
te,sq,Google,false
te,sr,Google,false
te,st,Google,false
te,su,Google,false
te,sv,Google,false
te,sw,Google,false
te,ta,Google,false
te,tg,Google,false
te,th,Google,false
te,ti,Google,false
te,tk,Google,false
te,tl,Google,false
te,tr,Google,false
te,ts,Google,false
te,tt,Google,false
te,tw,Google,false
te,ug,Google,false
te,uk,Google,false
te,ur,Google,false
te,uz,Google,false
te,vi,Google,false
te,wuu,Google,false
te,xh,Google,false
te,yi,Google,false
te,yo,Google,false
te,yue,Google,false
te,zh,Google,true
te,zu,Google,false
tg,af,Google,false
tg,am,Google,false
tg,ar,Google,false
tg,arz,Google,false
tg,as,Google,false
tg,ay,Google,false
tg,az,Google,false
tg,be,Google,false
tg,be-tarask,Google,false
tg,bg,Google,false
tg,bho,Google,false
tg,bm,Google,false
tg,bn,Google,false
tg,bs,Google,false
tg,ca,Google,false
tg,ceb,Google,false
tg,ckb,Google,false
tg,co,Google,false
tg,cs,Google,false
tg,cy,Google,false
tg,da,Google,false
tg,de,Google,false
tg,dv,Google,false
tg,ee,Google,false
tg,el,Google,false
tg,en,Google,false
tg,eo,Google,false
tg,es,Google,false
tg,et,Google,false
tg,eu,Google,false
tg,fa,Google,false
tg,fi,Google,false
tg,fr,Google,false
tg,fy,Google,false
tg,ga,Google,false
tg,gan,Google,false
tg,gd,Google,false
tg,gl,Google,false
tg,gn,Google,false
tg,gom,Google,false
tg,gu,Google,false
tg,ha,Google,false
tg,haw,Google,false
tg,he,Google,false
tg,hi,Google,false
tg,hr,Google,false
tg,ht,Google,false
tg,hu,Google,false
tg,hy,Google,false
tg,id,Google,false
tg,ig,Google,false
tg,ilo,Google,false
tg,is,Google,false
tg,it,Google,false
tg,ja,Google,false
tg,jv,Google,false
tg,ka,Google,false
tg,kk,Google,false
tg,km,Google,false
tg,kn,Google,false
tg,ko,Google,false
tg,ku,Google,false
tg,ky,Google,false
tg,la,Google,false
tg,lb,Google,false
tg,lg,Google,false
tg,ln,Google,false
tg,lo,Google,false
tg,lt,Google,false
tg,lv,Google,false
tg,mai,Google,false
tg,mg,Google,false
tg,mi,Google,false
tg,mk,Google,false
tg,ml,Google,false
tg,mn,Google,false
tg,mni,Google,false
tg,mr,Google,false
tg,ms,Google,false
tg,mt,Google,false
tg,my,Google,false
tg,ne,Google,false
tg,nl,Google,false
tg,no,Google,false
tg,nso,Google,false
tg,ny,Google,false
tg,om,Google,false
tg,or,Google,false
tg,pa,Google,false
tg,pl,Google,false
tg,ps,Google,false
tg,pt,Google,false
tg,qu,Google,false
tg,ro,Google,false
tg,ru,Google,false
tg,rw,Google,false
tg,sa,Google,false
tg,sd,Google,false
tg,sh,Google,false
tg,si,Google,false
tg,simple,Google,false
tg,sk,Google,false
tg,sl,Google,false
tg,sm,Google,false
tg,sn,Google,false
tg,so,Google,false
tg,sq,Google,false
tg,sr,Google,false
tg,st,Google,false
tg,su,Google,false
tg,sv,Google,false
tg,sw,Google,false
tg,ta,Google,false
tg,te,Google,false
tg,th,Google,false
tg,ti,Google,false
tg,tk,Google,false
tg,tl,Google,false
tg,tr,Google,false
tg,ts,Google,false
tg,tt,Google,false
tg,tw,Google,false
tg,ug,Google,false
tg,uk,Google,false
tg,ur,Google,false
tg,uz,Google,false
tg,vi,Google,false
tg,wuu,Google,false
tg,xh,Google,false
tg,yi,Google,false
tg,yo,Google,false
tg,yue,Google,false
tg,zh,Google,true
tg,zu,Google,false
th,af,Google,false
th,am,Google,false
th,ar,Google,false
th,arz,Google,false
th,as,Google,false
th,ay,Google,false
th,az,Google,false
th,be,Google,false
th,be-tarask,Google,false
th,bg,Google,false
th,bho,Google,false
th,bm,Google,false
th,bn,Google,false
th,bs,Google,false
th,ca,Google,false
th,ceb,Google,false
th,ckb,Google,false
th,co,Google,false
th,cs,Google,false
th,cy,Google,false
th,da,Google,false
th,de,Google,false
th,dv,Google,false
th,ee,Google,false
th,el,Google,false
th,en,Google,false
th,eo,Google,false
th,es,Google,false
th,et,Google,false
th,eu,Google,false
th,fa,Google,false
th,fi,Google,false
th,fr,Google,false
th,fy,Google,false
th,ga,Google,false
th,gan,Google,false
th,gd,Google,false
th,gl,Google,false
th,gn,Google,false
th,gom,Google,false
th,gu,Google,false
th,ha,Google,false
th,haw,Google,false
th,he,Google,false
th,hi,Google,false
th,hr,Google,false
th,ht,Google,false
th,hu,Google,false
th,hy,Google,false
th,id,Google,false
th,ig,Google,false
th,ilo,Google,false
th,is,Google,false
th,it,Google,false
th,ja,Google,false
th,jv,Google,false
th,ka,Google,false
th,kk,Google,false
th,km,Google,false
th,kn,Google,false
th,ko,Google,false
th,ku,Google,false
th,ky,Google,false
th,la,Google,false
th,lb,Google,false
th,lg,Google,false
th,ln,Google,false
th,lo,Google,false
th,lt,Google,false
th,lv,Google,false
th,mai,Google,false
th,mg,Google,false
th,mi,Google,false
th,mk,Google,false
th,ml,Google,false
th,mn,Google,false
th,mni,Google,false
th,mr,Google,false
th,ms,Google,false
th,mt,Google,false
th,my,Google,false
th,ne,Google,false
th,nl,Google,false
th,no,Google,false
th,nso,Google,false
th,ny,Google,false
th,om,Google,false
th,or,Google,false
th,pa,Google,false
th,pl,Google,false
th,ps,Google,false
th,pt,Google,false
th,qu,Google,false
th,ro,Google,false
th,ru,Google,false
th,rw,Google,false
th,sa,Google,false
th,sd,Google,false
th,sh,Google,false
th,si,Google,false
th,simple,Google,false
th,sk,Google,false
th,sl,Google,false
th,sm,Google,false
th,sn,Google,false
th,so,Google,false
th,sq,Google,false
th,sr,Google,false
th,st,Google,false
th,su,Google,false
th,sv,Google,false
th,sw,Google,false
th,ta,Google,false
th,te,Google,false
th,tg,Google,false
th,ti,Google,false
th,tk,Google,false
th,tl,Google,false
th,tr,Google,false
th,ts,Google,false
th,tt,Google,false
th,tw,Google,false
th,ug,Google,false
th,uk,Google,false
th,ur,Google,false
th,uz,Google,false
th,vi,Google,false
th,wuu,Google,false
th,xh,Google,false
th,yi,Google,false
th,yo,Google,false
th,yue,Google,false
th,zh,Google,true
th,zu,Google,false
ti,af,Google,false
ti,am,Google,false
ti,ar,Google,false
ti,arz,Google,false
ti,as,Google,false
ti,ay,Google,false
ti,az,Google,false
ti,be,Google,false
ti,be-tarask,Google,false
ti,bg,Google,false
ti,bho,Google,false
ti,bm,Google,false
ti,bn,Google,false
ti,bs,Google,false
ti,ca,Google,false
ti,ceb,Google,false
ti,ckb,Google,false
ti,co,Google,false
ti,cs,Google,false
ti,cy,Google,false
ti,da,Google,false
ti,de,Google,false
ti,dv,Google,false
ti,ee,Google,false
ti,el,Google,false
ti,en,Google,false
ti,eo,Google,false
ti,es,Google,false
ti,et,Google,false
ti,eu,Google,false
ti,fa,Google,false
ti,fi,Google,false
ti,fr,Google,false
ti,fy,Google,false
ti,ga,Google,false
ti,gan,Google,false
ti,gd,Google,false
ti,gl,Google,false
ti,gn,Google,false
ti,gom,Google,false
ti,gu,Google,false
ti,ha,Google,false
ti,haw,Google,false
ti,he,Google,false
ti,hi,Google,false
ti,hr,Google,false
ti,ht,Google,false
ti,hu,Google,false
ti,hy,Google,false
ti,id,Google,false
ti,ig,Google,false
ti,ilo,Google,false
ti,is,Google,false
ti,it,Google,false
ti,ja,Google,false
ti,jv,Google,false
ti,ka,Google,false
ti,kk,Google,false
ti,km,Google,false
ti,kn,Google,false
ti,ko,Google,false
ti,ku,Google,false
ti,ky,Google,false
ti,la,Google,false
ti,lb,Google,false
ti,lg,Google,false
ti,ln,Google,false
ti,lo,Google,false
ti,lt,Google,false
ti,lv,Google,false
ti,mai,Google,false
ti,mg,Google,false
ti,mi,Google,false
ti,mk,Google,false
ti,ml,Google,false
ti,mn,Google,false
ti,mni,Google,false
ti,mr,Google,false
ti,ms,Google,false
ti,mt,Google,false
ti,my,Google,false
ti,ne,Google,false
ti,nl,Google,false
ti,no,Google,false
ti,nso,Google,false
ti,ny,Google,false
ti,om,Google,false
ti,or,Google,false
ti,pa,Google,false
ti,pl,Google,false
ti,ps,Google,false
ti,pt,Google,false
ti,qu,Google,false
ti,ro,Google,false
ti,ru,Google,false
ti,rw,Google,false
ti,sa,Google,false
ti,sd,Google,false
ti,sh,Google,false
ti,si,Google,false
ti,simple,Google,false
ti,sk,Google,false
ti,sl,Google,false
ti,sm,Google,false
ti,sn,Google,false
ti,so,Google,false
ti,sq,Google,false
ti,sr,Google,false
ti,st,Google,false
ti,su,Google,false
ti,sv,Google,false
ti,sw,Google,false
ti,ta,Google,false
ti,te,Google,false
ti,tg,Google,false
ti,th,Google,false
ti,tk,Google,false
ti,tl,Google,false
ti,tr,Google,false
ti,ts,Google,false
ti,tt,Google,false
ti,tw,Google,false
ti,ug,Google,false
ti,uk,Google,false
ti,ur,Google,false
ti,uz,Google,false
ti,vi,Google,false
ti,wuu,Google,false
ti,xh,Google,false
ti,yi,Google,false
ti,yo,Google,false
ti,yue,Google,false
ti,zh,Google,false
ti,zu,Google,false
tk,af,Google,false
tk,am,Google,false
tk,ar,Google,false
tk,arz,Google,false
tk,as,Google,false
tk,ay,Google,false
tk,az,Google,false
tk,be,Google,false
tk,be-tarask,Google,false
tk,bg,Google,false
tk,bho,Google,false
tk,bm,Google,false
tk,bn,Google,false
tk,bs,Google,false
tk,ca,Google,false
tk,ceb,Google,false
tk,ckb,Google,false
tk,co,Google,false
tk,cs,Google,false
tk,cy,Google,false
tk,da,Google,false
tk,de,Google,false
tk,dv,Google,false
tk,ee,Google,false
tk,el,Google,false
tk,en,Google,false
tk,eo,Google,false
tk,es,Google,false
tk,et,Google,false
tk,eu,Google,false
tk,fa,Google,false
tk,fi,Google,false
tk,fr,Google,false
tk,fy,Google,false
tk,ga,Google,false
tk,gan,Google,false
tk,gd,Google,false
tk,gl,Google,false
tk,gn,Google,false
tk,gom,Google,false
tk,gu,Google,false
tk,ha,Google,false
tk,haw,Google,false
tk,he,Google,false
tk,hi,Google,false
tk,hr,Google,false
tk,ht,Google,false
tk,hu,Google,false
tk,hy,Google,false
tk,id,Google,false
tk,ig,Google,false
tk,ilo,Google,false
tk,is,Google,false
tk,it,Google,false
tk,ja,Google,false
tk,jv,Google,false
tk,ka,Google,false
tk,kk,Google,false
tk,km,Google,false
tk,kn,Google,false
tk,ko,Google,false
tk,ku,Google,false
tk,ky,Google,false
tk,la,Google,false
tk,lb,Google,false
tk,lg,Google,false
tk,ln,Google,false
tk,lo,Google,false
tk,lt,Google,false
tk,lv,Google,false
tk,mai,Google,false
tk,mg,Google,false
tk,mi,Google,false
tk,mk,Google,false
tk,ml,Google,false
tk,mn,Google,false
tk,mni,Google,false
tk,mr,Google,false
tk,ms,Google,false
tk,mt,Google,false
tk,my,Google,false
tk,ne,Google,false
tk,nl,Google,false
tk,no,Google,false
tk,nso,Google,false
tk,ny,Google,false
tk,om,Google,false
tk,or,Google,false
tk,pa,Google,false
tk,pl,Google,false
tk,ps,Google,false
tk,pt,Google,false
tk,qu,Google,false
tk,ro,Google,false
tk,ru,Google,false
tk,rw,Google,false
tk,sa,Google,false
tk,sd,Google,false
tk,sh,Google,false
tk,si,Google,false
tk,simple,Google,false
tk,sk,Google,false
tk,sl,Google,false
tk,sm,Google,false
tk,sn,Google,false
tk,so,Google,false
tk,sq,Google,false
tk,sr,Google,false
tk,st,Google,false
tk,su,Google,false
tk,sv,Google,false
tk,sw,Google,false
tk,ta,Google,false
tk,te,Google,false
tk,tg,Google,false
tk,th,Google,false
tk,ti,Google,false
tk,tl,Google,false
tk,tr,Google,false
tk,ts,Google,false
tk,tt,Google,false
tk,tw,Google,false
tk,ug,Google,false
tk,uk,Google,false
tk,ur,Google,false
tk,uz,Google,false
tk,vi,Google,false
tk,wuu,Google,false
tk,xh,Google,false
tk,yi,Google,false
tk,yo,Google,false
tk,yue,Google,false
tk,zh,Google,false
tk,zu,Google,false
tl,af,Google,false
tl,am,Google,false
tl,ar,Google,false
tl,arz,Google,false
tl,as,Google,false
tl,ay,Google,false
tl,az,Google,false
tl,be,Google,false
tl,be-tarask,Google,false
tl,bg,Google,false
tl,bho,Google,false
tl,bm,Google,false
tl,bn,Google,false
tl,bs,Google,false
tl,ca,Google,false
tl,ceb,Google,false
tl,ckb,Google,false
tl,co,Google,false
tl,cs,Google,false
tl,cy,Google,false
tl,da,Google,false
tl,de,Google,false
tl,dv,Google,false
tl,ee,Google,false
tl,el,Google,false
tl,en,Google,false
tl,eo,Google,false
tl,es,Google,false
tl,et,Google,false
tl,eu,Google,false
tl,fa,Google,false
tl,fi,Google,false
tl,fr,Google,false
tl,fy,Google,false
tl,ga,Google,false
tl,gan,Google,false
tl,gd,Google,false
tl,gl,Google,false
tl,gn,Google,false
tl,gom,Google,false
tl,gu,Google,false
tl,ha,Google,false
tl,haw,Google,false
tl,he,Google,false
tl,hi,Google,false
tl,hr,Google,false
tl,ht,Google,false
tl,hu,Google,false
tl,hy,Google,false
tl,id,Google,false
tl,ig,Google,false
tl,ilo,Google,false
tl,is,Google,false
tl,it,Google,false
tl,ja,Google,false
tl,jv,Google,false
tl,ka,Google,false
tl,kk,Google,false
tl,km,Google,false
tl,kn,Google,false
tl,ko,Google,false
tl,ku,Google,false
tl,ky,Google,false
tl,la,Google,false
tl,lb,Google,false
tl,lg,Google,false
tl,ln,Google,false
tl,lo,Google,false
tl,lt,Google,false
tl,lv,Google,false
tl,mai,Google,false
tl,mg,Google,false
tl,mi,Google,false
tl,mk,Google,false
tl,ml,Google,false
tl,mn,Google,false
tl,mni,Google,false
tl,mr,Google,false
tl,ms,Google,false
tl,mt,Google,false
tl,my,Google,false
tl,ne,Google,false
tl,nl,Google,false
tl,no,Google,false
tl,nso,Google,false
tl,ny,Google,false
tl,om,Google,false
tl,or,Google,false
tl,pa,Google,false
tl,pl,Google,false
tl,ps,Google,false
tl,pt,Google,false
tl,qu,Google,false
tl,ro,Google,false
tl,ru,Google,false
tl,rw,Google,false
tl,sa,Google,false
tl,sd,Google,false
tl,sh,Google,false
tl,si,Google,false
tl,simple,Google,false
tl,sk,Google,false
tl,sl,Google,false
tl,sm,Google,false
tl,sn,Google,false
tl,so,Google,false
tl,sq,Google,false
tl,sr,Google,false
tl,st,Google,false
tl,su,Google,false
tl,sv,Google,false
tl,sw,Google,false
tl,ta,Google,false
tl,te,Google,false
tl,tg,Google,false
tl,th,Google,false
tl,ti,Google,false
tl,tk,Google,false
tl,tr,Google,false
tl,ts,Google,false
tl,tt,Google,false
tl,tw,Google,false
tl,ug,Google,false
tl,uk,Google,false
tl,ur,Google,false
tl,uz,Google,false
tl,vi,Google,false
tl,wuu,Google,false
tl,xh,Google,false
tl,yi,Google,false
tl,yo,Google,false
tl,yue,Google,false
tl,zh,Google,true
tl,zu,Google,false
tr,af,Google,false
tr,am,Google,false
tr,ar,Google,false
tr,arz,Google,false
tr,as,Google,false
tr,ay,Google,false
tr,az,Google,false
tr,be,Google,false
tr,be-tarask,Google,false
tr,bg,Google,false
tr,bho,Google,false
tr,bm,Google,false
tr,bn,Google,false
tr,bs,Google,false
tr,ca,Google,false
tr,ceb,Google,false
tr,ckb,Google,false
tr,co,Google,false
tr,cs,Google,false
tr,cy,Google,false
tr,da,Google,false
tr,de,Google,false
tr,dv,Google,false
tr,ee,Google,false
tr,el,Google,false
tr,en,Google,false
tr,eo,Google,false
tr,es,Google,false
tr,et,Google,false
tr,eu,Google,false
tr,fa,Google,false
tr,fi,Google,false
tr,fr,Google,false
tr,fy,Google,false
tr,ga,Google,false
tr,gan,Google,false
tr,gd,Google,false
tr,gl,Google,false
tr,gn,Google,false
tr,gom,Google,false
tr,gu,Google,false
tr,ha,Google,false
tr,haw,Google,false
tr,he,Google,false
tr,hi,Google,false
tr,hr,Google,false
tr,ht,Google,false
tr,hu,Google,false
tr,hy,Google,false
tr,id,Google,false
tr,ig,Google,false
tr,ilo,Google,false
tr,is,Google,false
tr,it,Google,false
tr,ja,Google,false
tr,jv,Google,false
tr,ka,Google,false
tr,kk,Google,false
tr,km,Google,false
tr,kn,Google,false
tr,ko,Google,false
tr,ku,Google,false
tr,ky,Google,false
tr,la,Google,false
tr,lb,Google,false
tr,lg,Google,false
tr,ln,Google,false
tr,lo,Google,false
tr,lt,Google,false
tr,lv,Google,false
tr,mai,Google,false
tr,mg,Google,false
tr,mi,Google,false
tr,mk,Google,false
tr,ml,Google,false
tr,mn,Google,false
tr,mni,Google,false
tr,mr,Google,false
tr,ms,Google,false
tr,mt,Google,false
tr,my,Google,false
tr,ne,Google,false
tr,nl,Google,false
tr,no,Google,false
tr,nso,Google,false
tr,ny,Google,false
tr,om,Google,false
tr,or,Google,false
tr,pa,Google,false
tr,pl,Google,false
tr,ps,Google,false
tr,pt,Google,false
tr,qu,Google,false
tr,ro,Google,false
tr,ru,Google,false
tr,rw,Google,false
tr,sa,Google,false
tr,sd,Google,false
tr,sh,Google,false
tr,si,Google,false
tr,simple,Google,false
tr,sk,Google,false
tr,sl,Google,false
tr,sm,Google,false
tr,sn,Google,false
tr,so,Google,false
tr,sq,Google,false
tr,sr,Google,false
tr,st,Google,false
tr,su,Google,false
tr,sv,Google,false
tr,sw,Google,false
tr,ta,Google,false
tr,te,Google,false
tr,tg,Google,false
tr,th,Google,false
tr,ti,Google,false
tr,tk,Google,false
tr,tl,Google,false
tr,ts,Google,false
tr,tt,Google,false
tr,tw,Google,false
tr,ug,Google,false
tr,uk,Google,false
tr,ur,Google,false
tr,uz,Google,false
tr,vi,Google,false
tr,wuu,Google,false
tr,xh,Google,false
tr,yi,Google,false
tr,yo,Google,false
tr,yue,Google,false
tr,zh,Google,true
tr,zu,Google,false
ts,af,Google,false
ts,am,Google,false
ts,ar,Google,false
ts,arz,Google,false
ts,as,Google,false
ts,ay,Google,false
ts,az,Google,false
ts,be,Google,false
ts,be-tarask,Google,false
ts,bg,Google,false
ts,bho,Google,false
ts,bm,Google,false
ts,bn,Google,false
ts,bs,Google,false
ts,ca,Google,false
ts,ceb,Google,false
ts,ckb,Google,false
ts,co,Google,false
ts,cs,Google,false
ts,cy,Google,false
ts,da,Google,false
ts,de,Google,false
ts,dv,Google,false
ts,ee,Google,false
ts,el,Google,false
ts,en,Google,false
ts,eo,Google,false
ts,es,Google,false
ts,et,Google,false
ts,eu,Google,false
ts,fa,Google,false
ts,fi,Google,false
ts,fr,Google,false
ts,fy,Google,false
ts,ga,Google,false
ts,gan,Google,false
ts,gd,Google,false
ts,gl,Google,false
ts,gn,Google,false
ts,gom,Google,false
ts,gu,Google,false
ts,ha,Google,false
ts,haw,Google,false
ts,he,Google,false
ts,hi,Google,false
ts,hr,Google,false
ts,ht,Google,false
ts,hu,Google,false
ts,hy,Google,false
ts,id,Google,false
ts,ig,Google,false
ts,ilo,Google,false
ts,is,Google,false
ts,it,Google,false
ts,ja,Google,false
ts,jv,Google,false
ts,ka,Google,false
ts,kk,Google,false
ts,km,Google,false
ts,kn,Google,false
ts,ko,Google,false
ts,ku,Google,false
ts,ky,Google,false
ts,la,Google,false
ts,lb,Google,false
ts,lg,Google,false
ts,ln,Google,false
ts,lo,Google,false
ts,lt,Google,false
ts,lv,Google,false
ts,mai,Google,false
ts,mg,Google,false
ts,mi,Google,false
ts,mk,Google,false
ts,ml,Google,false
ts,mn,Google,false
ts,mni,Google,false
ts,mr,Google,false
ts,ms,Google,false
ts,mt,Google,false
ts,my,Google,false
ts,ne,Google,false
ts,nl,Google,false
ts,no,Google,false
ts,nso,Google,false
ts,ny,Google,false
ts,om,Google,false
ts,or,Google,false
ts,pa,Google,false
ts,pl,Google,false
ts,ps,Google,false
ts,pt,Google,false
ts,qu,Google,false
ts,ro,Google,false
ts,ru,Google,false
ts,rw,Google,false
ts,sa,Google,false
ts,sd,Google,false
ts,sh,Google,false
ts,si,Google,false
ts,simple,Google,false
ts,sk,Google,false
ts,sl,Google,false
ts,sm,Google,false
ts,sn,Google,false
ts,so,Google,false
ts,sq,Google,false
ts,sr,Google,false
ts,st,Google,false
ts,su,Google,false
ts,sv,Google,false
ts,sw,Google,false
ts,ta,Google,false
ts,te,Google,false
ts,tg,Google,false
ts,th,Google,false
ts,ti,Google,false
ts,tk,Google,false
ts,tl,Google,false
ts,tr,Google,false
ts,tt,Google,false
ts,tw,Google,false
ts,ug,Google,false
ts,uk,Google,false
ts,ur,Google,false
ts,uz,Google,false
ts,vi,Google,false
ts,wuu,Google,false
ts,xh,Google,false
ts,yi,Google,false
ts,yo,Google,false
ts,yue,Google,false
ts,zh,Google,false
ts,zu,Google,false
tt,af,Google,false
tt,am,Google,false
tt,ar,Google,false
tt,arz,Google,false
tt,as,Google,false
tt,ay,Google,false
tt,az,Google,false
tt,be,Google,false
tt,be-tarask,Google,false
tt,bg,Google,false
tt,bho,Google,false
tt,bm,Google,false
tt,bn,Google,false
tt,bs,Google,false
tt,ca,Google,false
tt,ceb,Google,false
tt,ckb,Google,false
tt,co,Google,false
tt,cs,Google,false
tt,cy,Google,false
tt,da,Google,false
tt,de,Google,false
tt,dv,Google,false
tt,ee,Google,false
tt,el,Google,false
tt,en,Google,false
tt,eo,Google,false
tt,es,Google,false
tt,et,Google,false
tt,eu,Google,false
tt,fa,Google,false
tt,fi,Google,false
tt,fr,Google,false
tt,fy,Google,false
tt,ga,Google,false
tt,gan,Google,false
tt,gd,Google,false
tt,gl,Google,false
tt,gn,Google,false
tt,gom,Google,false
tt,gu,Google,false
tt,ha,Google,false
tt,haw,Google,false
tt,he,Google,false
tt,hi,Google,false
tt,hr,Google,false
tt,ht,Google,false
tt,hu,Google,false
tt,hy,Google,false
tt,id,Google,false
tt,ig,Google,false
tt,ilo,Google,false
tt,is,Google,false
tt,it,Google,false
tt,ja,Google,false
tt,jv,Google,false
tt,ka,Google,false
tt,kk,Google,false
tt,km,Google,false
tt,kn,Google,false
tt,ko,Google,false
tt,ku,Google,false
tt,ky,Google,false
tt,la,Google,false
tt,lb,Google,false
tt,lg,Google,false
tt,ln,Google,false
tt,lo,Google,false
tt,lt,Google,false
tt,lv,Google,false
tt,mai,Google,false
tt,mg,Google,false
tt,mi,Google,false
tt,mk,Google,false
tt,ml,Google,false
tt,mn,Google,false
tt,mni,Google,false
tt,mr,Google,false
tt,ms,Google,false
tt,mt,Google,false
tt,my,Google,false
tt,ne,Google,false
tt,nl,Google,false
tt,no,Google,false
tt,nso,Google,false
tt,ny,Google,false
tt,om,Google,false
tt,or,Google,false
tt,pa,Google,false
tt,pl,Google,false
tt,ps,Google,false
tt,pt,Google,false
tt,qu,Google,false
tt,ro,Google,false
tt,ru,Google,false
tt,rw,Google,false
tt,sa,Google,false
tt,sd,Google,false
tt,sh,Google,false
tt,si,Google,false
tt,simple,Google,false
tt,sk,Google,false
tt,sl,Google,false
tt,sm,Google,false
tt,sn,Google,false
tt,so,Google,false
tt,sq,Google,false
tt,sr,Google,false
tt,st,Google,false
tt,su,Google,false
tt,sv,Google,false
tt,sw,Google,false
tt,ta,Google,false
tt,te,Google,false
tt,tg,Google,false
tt,th,Google,false
tt,ti,Google,false
tt,tk,Google,false
tt,tl,Google,false
tt,tr,Google,false
tt,ts,Google,false
tt,tw,Google,false
tt,ug,Google,false
tt,uk,Google,false
tt,ur,Google,false
tt,uz,Google,false
tt,vi,Google,false
tt,wuu,Google,false
tt,xh,Google,false
tt,yi,Google,false
tt,yo,Google,false
tt,yue,Google,false
tt,zh,Google,false
tt,zu,Google,false
tw,af,Google,false
tw,am,Google,false
tw,ar,Google,false
tw,arz,Google,false
tw,as,Google,false
tw,ay,Google,false
tw,az,Google,false
tw,be,Google,false
tw,be-tarask,Google,false
tw,bg,Google,false
tw,bho,Google,false
tw,bm,Google,false
tw,bn,Google,false
tw,bs,Google,false
tw,ca,Google,false
tw,ceb,Google,false
tw,ckb,Google,false
tw,co,Google,false
tw,cs,Google,false
tw,cy,Google,false
tw,da,Google,false
tw,de,Google,false
tw,dv,Google,false
tw,ee,Google,false
tw,el,Google,false
tw,en,Google,false
tw,eo,Google,false
tw,es,Google,false
tw,et,Google,false
tw,eu,Google,false
tw,fa,Google,false
tw,fi,Google,false
tw,fr,Google,false
tw,fy,Google,false
tw,ga,Google,false
tw,gan,Google,false
tw,gd,Google,false
tw,gl,Google,false
tw,gn,Google,false
tw,gom,Google,false
tw,gu,Google,false
tw,ha,Google,false
tw,haw,Google,false
tw,he,Google,false
tw,hi,Google,false
tw,hr,Google,false
tw,ht,Google,false
tw,hu,Google,false
tw,hy,Google,false
tw,id,Google,false
tw,ig,Google,false
tw,ilo,Google,false
tw,is,Google,false
tw,it,Google,false
tw,ja,Google,false
tw,jv,Google,false
tw,ka,Google,false
tw,kk,Google,false
tw,km,Google,false
tw,kn,Google,false
tw,ko,Google,false
tw,ku,Google,false
tw,ky,Google,false
tw,la,Google,false
tw,lb,Google,false
tw,lg,Google,false
tw,ln,Google,false
tw,lo,Google,false
tw,lt,Google,false
tw,lv,Google,false
tw,mai,Google,false
tw,mg,Google,false
tw,mi,Google,false
tw,mk,Google,false
tw,ml,Google,false
tw,mn,Google,false
tw,mni,Google,false
tw,mr,Google,false
tw,ms,Google,false
tw,mt,Google,false
tw,my,Google,false
tw,ne,Google,false
